score,content
4,다 밀고나니까 컨텐츠가 부족합니다ㅜㅜ
5,액션과음악이촣고PV영상보는걸추천
5,안녕하세요 처음 나올때부터 하고 있는 유저입니다. 솔직히 말해서 제 입장에서는 재미있게 하고 있습니다. (제 입장에서 말하는 거니 양해좀 부탁드리겠습니다) 장점이라면 게임 캐릭터 퀄리티 랑 게임 자체가 재미 있다는 점?? 단점은 공장화 정도?? 솔직히 단점이 뭐가 있는지 잘 모르겠습니다. 엔드필드 처음에 나오자 마자 하고 있는 유저라 잘 모르겠습니다. 앞으로 많은 컨텐츠를 기대하면서 계속할 예정입니다. 아 아쉬운 점 하나가 있는데요 멀티가 없다는게 쪼금 아쉽다고 생각합니다. 리뷰 작성 한걸 봐주셔서 감사합니다.
1,"신년 게임 일러에 AI 사용 정황 다수 발견. 상업용 AI를 검수도 없이 사용하여 유저 돈을 받는 건 기만이죠. (손가락 개수 불일치, 좌우 손 바뀜, 글자 뒤틀림 등...)"
5,가끔 끝기는거빼고다좋음
5,처음에 스토리 별로고 게임도 복잡해서 1점 줬었는데 1파티 맞추고 무릉가니까 재밌어서 밤새서 했음. 공장은 유튜브나 인터넷 나온거 복붙하니까 딸깍 끝. 하다보니까 게임방법도 감잡히고 다른게임이랑 확실히 달라서 초반평가 믿을게 못됨. 유일 단점은 bm 복잡한거
5,재미있어요!
5,인생게임이네;;
2,"모바일 유저이며, 이제 좀 재미를 붙일까 했는데 지금 2장 무릉 지역 넘어가자마자 레이아웃 오류로 인해 스토리 진행이 어려울 정도입니다. 덕분에 무릉 지역 이벤트는 하지도 못하고 넘길 판국입니다. 평가를 보아하니 저만 그런 것도 아닌 것을 보니 일부에게 보이는 버그 같은데 얼른 수정 좀 해줬으면 좋겠습니다 ㅠ"
5,너무 재미있게 플레이하고 있습니다 사실상 공장게임이 재료 파밍하고 기계등등 업그레이드만 있는데 요기는 공장에다가 전류탑설치 장비제작등이 있어서 재미있어 던 것 같아요 조금더 나아가면 더 재미있겠네요 빠른 업데이트 부탁합니다
5,"자주 보이는 불만사항들 중에 육성재화가 부족하다-> 오픈 한달도 안됐는데 20명 다 키우려면 당연히 부족한게 맞음 / 이동수단이 없다 -> 타 오픈월드 대비 맵도 좁고 애초에 겜 초반에 이동수단 없던건 어느 게임이든 마찬가지임 / 가챠재화 수급이 부족하다 -> 이벤트로 얼마나 주는지 확인도 안된 상태였고 새해이벤트로 뿌리는거 보면 그렇게 딸리는 것도 아님 / 점프, 벽타기 없다 -> 왜 점프 벽타기가 스테레오가 된건지 모르겠는데 그냥 게임 스타일 차이임. 엔건에 구르기 있다고 아이작에 구르기 추가하라는 사람이 있나? 근들갑 떨어서 기대치 올라간건 맞지만 1.0버전에 뭐 그렇게 많은걸 바라는지 모르겠네요. 이미 개선된 것들이나 앞으로 개선될 것들 생각하면 충분히 재밌고 추천할만한 게임이에요. 취향에 맞는다면 말이죠."
2,"미션이 다 클리어 해는데요 그리고 어려운 미션 받았어요 그 ""광산 방호복"" 그거 찾봐는데 없어요 어떻게 만들고 봤고 해봤는데 안 사라져서 유튜브에서 검색 해봤는데 어려워요 제작자님 그 광산 방호복 알려주세요!"
1,"영상스킵이없네.. 다 강제야............,,,,,,"
1,별 하나도 아깝다 일단 과금 구조도 별로고 널리고 널린 중국 양산형 게임이랑 다를게 없음 초반에는 그나마 괜찮았지만 하면 할수록 별로라서 그냥 접음
5,1점 평가들 하나도 공감 안 돼서 5점 드립니당 ㅇㅇ..
1,오픈월드에 공장 시스템을 넣는건 좀 아닌듯
2,걍 공장시스템이 노답임 꾸역 꾸역 할려고 해도 공장때매 하기가 싫어짐 계속 뭔가 만들어야하는데 이해도 잘 안되고 친절하지도 않고 그냥 공장시스템 자체를 왜 넣는지 이해가 안되네.
1,스토리 너무 길어요 스킵도 한정적이고..
1,안 맞아서 미리빠짐 전선깔기도 귀찮고 공장돌리기도 귀찮음 전작처럼 공장은 진짜 간편했다면 다 좋았을텐데..
4,꽤 괜찮은 공장게임.
5,재밌게하고 있습니다
5,모바일 최적화 goat ㅋㅋ
5,뭐 그냥 내 취향에 맞아서 갓겜임
5,진짜 재밌음 좀 피로감이 있긴하지만
3,나는 재밌는데 남들한테 추천은 못하겠는 게임
5,크아악 공장때문에 주말이 사라졌는데 어디서 찐빠났는지 전기가 부족해!!!! 난 여기서 나가야겠어!!!!!
5,진짜 다 괜찮은데 이성 회복제 좀 뿌려주세요 이거 너무 안모여요
1,프롤로그부터 고유명사와 추상 개념이 마구 쏟아지는데 설명은 안 해주니까 무슨 소리인지 전혀 이해하지 못하겠음. '나선형의 궤도를 따라 오망성이 그려져 있어. 그 대척점의 협곡에서 붉은 깃발을 찾아.' 뭐 이런 식의 문구가 계속해서 흘러나오는데 당연히 머릿속에 저장되지 않으니 몰입도 감정 이입도 되지 않음. 왜 게임을 이렇게 만들지? 희한하네.
1,스토리 - 재미없음. 전투 - 재미없음. 팩토리 - 재미없음. 뭐 스캇물 좋아하는 사람도 있으니 취존함
5,그래서 담 버전 언제나옴??
1,"전체적으로 잘 만들었지만 너무 불친절함. 오픈월드라면서 이동에 제약을 너무 많이 뒀고 길도 너무 복잡함. 정말 쓸데없이 길이 너무 복잡함. 어떻게든 시간을 빼앗겠다고 표독하게 길 배배 꼬아둔 것 같아서 불쾌하기만하고, 재화 너무 조금만 줌. 스토리 도중 레벨 업하고 오라는 게 너무 몰입 다 깨짐. 전투 중 회복 못하게 가방 막아놓은 것도 좀 싫음. 전체적으로 극도로 불친절하고 불쾌감을 일으킴."
1,"무릉 구역 버그 발생으로 과도한 렉 때문에 그래픽과 UI가 다 깨지고, 화면 끊김, 화면 번쩍임 등으로 아예 마비된 수준을 보이는데 일주일째 문의를 넣어도 조치는 커녕 봇상담으로 매크로만 돌리는 운영방식에 박수치고 떠남 속 터지는 질병게임."
5,그렉픽이좋고 스토리도좋고 께리터도좋아서질검습니다
1,썩은물들만을 위한 정말 최악의 게임
5,굳
4,취향 안맞아서 하나뺀다
2,캐릭들도 귀엽고 재미는 있는데... 해야할건 많고 지루하고 현학적이며 시간과 돈이 많이드는 게임
5,갓겜
5,공장 재밌음
5,진짜 일주일간은 잠도 주이고 운동도 대충하고 미친듯이 스토리 밀었음..그담서브퀘 및 공장 청사진 받아서 짓고 집라인 다 깔고 포탑도 미리설치해두고 하 이제 농사도 돌려놓고 침식도 해놓고 근데 이제 할게없음 ㅋㅋㅋ 너무 달렸나봄 빨리 컨텐츠 더 내줘요 ㅠㅠ 할게없음 진짜
1,모바일 최적화가 너무 안좋다.. 걍 좀만하면 화면 멈추고 튕기고 내 폰 사양이 권장사양보다 높은데도 이러는거보면 이게임 자체 최적화 문제가 맞는거같다..
5,나쁘지않음 근데 스토리가 재미없음 어떻게 좀 해보세요..
5,"정말 재미있게 하고 있습니다. 원신, 명조와 같은 오픈월드 서브컬쳐 장르라고 생각하고 게임을 시작하면 크게 실망하실 수도 있습니다. 튜토리얼 챕터라고 하기엔 매우 많은 분량을 가지고 있는 4번 협곡의 스토리가 지루한 부분도 있고, 튜토리얼 스토리인 만큼 각종 설명이 매우 많습니다. 또한 게임의 핵심 컨텐츠 중 하나인 공장 건설도 평상시 공장 건설류의 게임을 선호하지 않았다면 매우 지루하고 귀찮은 컨텐츠일 겁니다. 전작 명일방주의 후속작인 만큼 전작을 모르면 이해하기 힘들거나 아쉬운 부분도 있을 수 있으나 알지 못한다고 해서 스토리에 크게 영향이 가진 않습니다. 하지만 찾아보는 게 좋긴 할 겁니다. 지금까지 단점만 서술했는데 장점을 얘기해보자면 최적화가 매우 훌륭합니다. 갤럭시 플립 5를 기준으로 전투 중 렉이 발생하기도 하고 가끔 튕기기도 하지만 크게 불편하지는 않습니다. 캐릭터 모델링 또한 훌륭하고요. 스토리 부분에서도 두 번째 챕터인 무릉부터는 재밌습니다."
5,"이제 2번째 월드에 진입한 사람으로써 오랫동안 할 게임을 찾는다면 추천함 다른 게임(원신)에서는 6성 캐릭터를 얻기 힘든데 이벤트로 확정적으로 얻을 수 있고 6성 천장이 낮은 편, 공장을 돌리는데 스트레스 받을 수도 있지만 유튜브에서 청사진 복사로 쉽게 할 수 있어 시뮬레이션을 굳이 안해도 됨"
5,최고의 게임. 나를 중독자로 만들 셈인가?
2,"■일주일 플레이 -ㅁㅈ하다가 넘어왔는데 ㅁㅈ삭제하고 명방에 빠져서 플레이중.. 개꿀잼 ■한달플레이 - 무소과금 재화모으기 매우 빡쌤, 숙제많음, 하루 두시간 할자신없으면 시작하지마시길"
1,공장짓는거 진짜 지루함
1,무릉도원만가면 캐릭터 버벅거리고 그래픽깨짐현상이 계속나옵니다 재설치 및 파일복구도했습니다 고쳐주세요
1,공장 재미 들려서 계속하다가 무릉에서 못버티고 접음
1,가챠 맵고 사람 차별해서 6성 주는 망겜
1,공장만들기 시뮬레이션게임입니다 전투 속도 거이실버타운급 매우느려서 답답하고 한정뽑기 이월안되고 유료재화수급 엄청 어렵습니다
1,버그가 너무 많아요 ai한태 문의 넣어도 안고치네요
5,잔작 명일방주 유저로서 후속작 너무 맘에 듭니다. 전 명일방주 이스터에그(?)도 넣어 주셔서 너무 좋왔습니다. 캐릭터 전투 및 육성도 나름 어렵지 않고 작당했습니다.캐릭터 디자인도 환경도 맘에 들었습니다 전투 타격감 스릴있어서 뽕맛이 넘쳐흐르는 경우가 많았습니다.단점도 있습니다. 공장지을때 너무 힘들었습니다. 설계도 시스템이 있음에도 불구하고 첨에 바로 사용을 못하는게 아쉽지만 그후에 사용을하니 편안하게 공장을 지었죠. 그리고 4번협곡 첫 스토리가 세계관 설명과 공장 튜토리얼이 나오니 너무 지루했습니다. 그 이후 무릉 스토리에서는 지루하지 않았습니다. 이것이 지금까지에 저의 평가 입니다. 다음 업데이트도 기대하겠습니다. 화이팅~ 언제 응원합니당.
3,마블 아길로미네 너프좀요 아니 딜이 3000이 말이 되요? 하... 아니 그리고 패턴 속도도 어떻게 해봐요 무슨 순발력 게임입니까? 하...
5,재 밌다
5,콘솔겜 하듯이 초반 시간 잡아먹었네요 초반 호불호가 좀 있지만 전 이런 장르 처음이라서 만족했습니다 라이브 서비스라 꾸준히 업데이트도 될 예정이니 앞으로가 기대됩니다 다만 BM은 좀 적절한 방안을 세워야 하지 않나 싶네요
5,재밌음
1,이거 퀘스트 취소하고 다시 하는방법은 없나요?
5,갓겜
5,다 좋은데 일부러 걷게하지 말고 스킵으로 넘기기 좀 해줘요 조금 답답하네요
1,게임을 실행 후 터치해야지 게임으로 들어갈 수 있는데 터치가 안되고 이상한 소리만 남
2,"확천 없음, 픽업 120뽑하면 명함 확정 있음, 10뽑 5000오로베릴 120뽑 60000오로베릴"
1,아니 로디이넝무 기러요
1,50가까이써서픽업2돌할수있는갓겜입니다여러분도하세요픽업이라는게존재하지않는겜 bm이참역겨운겜
2,최적화가 안됨
4,아니 나만 버그 왜케 많이 나냐
5,첫 지역은 호불호 많이 갈릴 것 같고 두번째 지역부터 정말 재밌음 츄라이츄라이
1,공장겜 안맞으면 접는게 나음
5,"처음에 생소한 기능이 많아서 헷갈리고 어려움 초반엔 힘든데 어느 구간을 지나면 재밌음 폰으론 못할듯 특히 전투 시스템에 대한 이해도가 낮은분들은 몹을 하루종일 패야할듯. 속성부착, 4스텍후 터트리거나 처형, 강타 등 여러조건에 마무리 공격식으로 딜을 넣어야 하는데 평타만 치거나 단순히 배틀스킬만 쓰면 긴 시간의 전투가 필요함 일반공격, 배틀스킬, 연계스킬, 필살기로 구성되어 있고 물리의 경우 띄우고 내려치고 넘어진 적에 추가타, 아크 속박에 강타로 추가타, 방깎도 있고 속성에 따라 여러가지 외우거나 전투방식 캐릭별 이해도가 필요해서 조금 어려움"
5,초반엔 튜토리얼 지루하고 전투도 그닥 재미없고 공장은 복잡해서 내가 게임하나 하자고 이렇게 노력을 해야하나 싶은 마음으로 이틀정도 하다보니 어느순간 하루에 8시간이상씩 잠도 안자면서 플레이하고있는 자신을 발견했습니다.
5,"무과금 걸배이들은 싫어할만한 BM, 하지만 픽뚫이 나는게 더 이득이 될 수도 있는 천재적 가챠 시스템, 캐릭뽑에서 운이 안따라주면 무기뽑에서 부담이 줄어드는 무기뽑 페이백 안전장치 등 적당하게 과금하면서 게임하는 유저들은 좋아할법한 BM임 하여튼 돈 안쓰는 비고객 쌀먹유저놈들 꽁짜로 캐릭 다 못가져가니까 징징대는거 싸닥션 마려움"
1,"도대체 전력을 어디다 연결하라는 거에요??? 내가 못허는 것도 있겠지만 조금 쉽게 해주셔요, .. 전력 연결 퀘스트에서 접습니다"
5,대유잼
5,공장이 만들어지는 이유를 체감할수있음 진짜 간단한 공장을 만들면 생산량도 그정도임 아쉬운건 성장재화를 직접적으로 공장에서 뽑는게 아니란거정도
4,제발 공장 복층 추가해주세요.. 근데 이건 본론이 아니니 패스하고 스토리랑 신규맵이 좀 나왔으면 하네요... 기왕이면 튜토길이도 좀..
4,"컴퓨터로 출시일부터 하루도 빠짐없이 출석하면서 하고있는데 호불호가 확실함 무기 외에는 장비의 옵션을 직접 선택해서 맞출 수 있고, 회복약과 버프 아이템도 공장에서 만들 수 있는 점이 장점이라면 장점임 단 성장할수록 만드는 매커니즘이 복잡해지고 힘들어짐 메인 다 파먹으면 할만한 미션같은게 없어서 지루한 편 타 게임보다 할게 확실히 적음, 진짜 시간 버리기용 장비 옵션같은거 하나하나 확인하는것도 하는 거라면 하는건데 그닥...재미도 없고ㅇㅇ BM은 돈 쳐바르면 개손해인 구조 천장 이월이 없는데다 픽뚫이 1회 나면 다음 캐릭터는 확정도 아니라서 진짜 명함 하나 구하기도 힘든 편 공장 시뮬같은거 좋아하고 돈 쓰는거 크게 신경 안쓰거나 캐릭터 뽑는거 좋아하면 추천 진짜 제일 큰 단점 이성치라고 캐릭터나 무기 성장 재료 얻을 때 필요한건데 사용하는 수준에 비해 진짜 개느리게 참 일일 퀘스트로 40을 채울 수 있게 해주지만 한번 돌때 80씩 먹음 캐릭터나 무기 키우는게 개빡임"
